"company_name";"Country/Region";"Scope(s) (or Scope 3 category)";"count_TY"
"Nan Ya Plastics";"Global";"Scope 1+2 (location-based)";2
"Nan Ya Printed Circuit Board";"Global";"Scope 1+2 (location-based)";2
"NANJING SPECIAL LAMPS";"Global";"Scope 1";1
"NANJING YUSHENG ELECTRONIC";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"Nankai Electric Railway Co., Ltd.";"Global";"Scope 1+2 (market-based)";2
"Nanya Technology Corp";"Global";"Scope 1+2 (location-based)";1
"National Australia Bank";"Global";"Scope 1+2 (location-based)";1
"National Australia Bank";"Global";"Scope 1+2 (market-based)";1
"National Grid PLC";"Global";"Scope 1+2 (location-based)";4
"Natura Cosmeticos SA";"Global";"Other, please specify: All scope 3 categories that we measure combined";1
"Natura Cosmeticos SA";"Global";"Scope 1+2 (location-based)";1
"Naturgy Energy Group SA";"Global";"Other, please specify: Climate Balance Target sets out the relationship between our emissions (Scopes 1, 2-location and 3) and the emissions avoided by our assets, products and services, for example by displacing high-emission fossils such as coal and oil derivatives";1
"Naturgy Energy Group SA";"Global";"Scope 1+2 (location-based)";3
"NatWest Group plc";"Global";"Other, please specify: Scope 1 + 3 Business Travel";1
"NatWest Group plc";"Global";"Scope 1+2 (location-based) +3 (upstream)";2
"NAVARRA DE ESTAMPACION E INYECCION S.A.";"Global";"Scope 3: Waste generated in operations";1
"Navistar International Corporation";"Global";"Scope 1+2 (location-based)";1
"NCC";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Neapco Europe";"Global";"Scope 1+2 (location-based)";1
"NEC Corporation";"Global";"Scope 1+2 (market-based)";1
"NEC Corporation";"Global";"Scope 3: Use of sold products";1
"Nedbank Limited";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"NEOPHOTONICS CORPORATION";"Global";"Scope 1+2 (location-based)";1
"Neopost";"Global";"Scope 1+2 (market-based)";1
"Neste Oyj";"Global";"Scope 1+2 (market-based)";2
"Nestlé";"Global";"Other, please specify: Scope 3";1
"Nestlé";"Global";"Scope 1+2 (market-based)";1
"NetApp Inc.";"Global";"Scope 2 (location-based)";1
"Netcare Limited";"Global";"Scope 2 (location-based)";1
"NEW FOCUS LIGHTING & POWER TECHNOLOGY(SHANGHAI)CO., LTD.";"Global";"Scope 1+2 (location-based)";1
"New Kinpo Group";"Global";"Scope 1+2 (location-based)";1
"New Kinpo Group";"Global";"Scope 3: Business travel";1
"New Kinpo Group";"Global";"Scope 3: Employee commuting";1
"NEWPORT IP LLC";"Global";"Scope 2 (location-based)";1
"News Corp";"Global";"Scope 1+2 (market-based)";2
"News Corp";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"News Corp";"Global";"Scope 3 (upstream & downstream)";1
"NEWSEGA TEXTILE NANTONG CO.,LTD";"Global";"Scope 1+2 (location-based)";1
"Nexans";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Nexen Tire";"Global";"Scope 1+2 (location-based)";1
"Next";"Global";"Scope 1+2 (location-based)";1
"Next";"Global";"Scope 3: Waste generated in operations";1
"NH Hotel Group";"Global";"Scope 1+2 (market-based)";1
"NH Hotel Group";"Global";"Scope 3 (upstream & downstream)";1
"NH Investment & Securities Co., Ltd.";"Global";"Scope 2 (location-based)";1
"Nichirei Corporation";"Global";"Scope 1+2 (location-based)";1
"Nichirei Corporation";"Global";"Scope 1+2 (market-based)";2
"Nidec Corporation";"Global";"Scope 1+2 (location-based)";1
"Nifco Inc.";"Global";"Scope 1";1
"Nifco Inc.";"Global";"Scope 2 (market-based)";1
"Nifco Inc.";"Global";"Scope 3: Business travel";1
"Nifco Inc.";"Global";"Scope 3: Capital goods";1
"Nifco Inc.";"Global";"Scope 3: Employee commuting";1
"Nifco Inc.";"Global";"Scope 3: End-of-life treatment of sold products";1
"Nifco Inc.";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"Nifco Inc.";"Global";"Scope 3: Purchased goods & services";1
"Nifco Inc.";"Global";"Scope 3: Upstream transportation & distribution";1
"Nifco Inc.";"Global";"Scope 3: Waste generated in operations";1
"NIHON KAJITSU KOGYO CO., LTD";"Global";"Scope 1+2 (market-based)";1
"Nihon Kohden Corporation";"Global";"Scope 1+2 (location-based)";1
"NIKE Inc.";"Global";"Scope 1+2 (market-based)";1
"Nikon Corporation";"Global";"Scope 1+2 (market-based)";1
"Nikon Corporation";"Global";"Scope 3 (upstream & downstream)";1
"Nilfisk Holding A/S";"Global";"Scope 1+2 (market-based)";1
"NINGBO AIJIA ELECTRICAL APPLIANCES CO.,LIMITED";"Global";"Scope 1+2 (location-based)";1
"NINGBO DEVELOPMENT ZONE BOTAI";"Global";"Scope 1";1
"NINGBO FUJIA INDUSTRIAL";"Global";"Scope 1+2 (location-based)";1
"NINGBO JINLONG ELECTRIC APPLIANCE CO., LTD.";"Global";"Scope 1+2 (location-based)";1
"NINGBO JIONGCHI ELECTRICAL";"Global";"Scope 1+2 (location-based)";1
"Ningbo SANHUAN";"Global";"Scope 1+2 (location-based)";1
"NINGBO SUNICO COMMUTATOR CO., LTD.";"Global";"Scope 2 (location-based)";1
"NINGBO TONGREN BEARING CO., LTD.";"Global";"Scope 1+2 (location-based)";1
"Ningbo Violet Lighting Electric Co.,Ltd";"Global";"Scope 1+2 (location-based)";1
"Ningbo Weilinma Electronic";"Global";"Scope 1";1
"NINGBO YAOSHENG ELECTRICAL CO., LTD.";"Global";"Scope 1+2 (location-based)";1
"NINGBO YINZHOU BINHAN CASE & BAG INDUSTRY AND TRADE CO., LTD.";"Global";"Scope 1";1
"NINGBO YONGSHI ELECTRICAL MACHINERY CO., LTD.";"Global";"Scope 2 (location-based)";1
"Nippon Closures";"Global";"Scope 1+2 (location-based)";1
"Nippon Closures";"Global";"Scope 3: End-of-life treatment of sold products";1
"Nippon Closures";"Global";"Scope 3: Purchased goods & services";1
"Nippon Express Co., Ltd.";"Global";"Scope 1+2 (market-based)";1
"Nippon Kayaku Co., Ltd.";"Global";"Scope 1+2 (market-based)";1
"Nippon Sheet Glass Company, Ltd";"Global";"Scope 1+2 (location-based)";1
"Nippon Yusen Kaisha Line";"Global";"Scope 2 (market-based)";1
"Nishimatsu Construction Co Ltd";"Global";"Scope 1+2 (location-based)";2
"NiSource Inc.";"Global";"Scope 1";2
"NiSource Inc.";"Global";"Scope 1+2 (location-based)";2
"Nissan Chemical Corporation";"Global";"Scope 1+2 (market-based)";1
"Nissan Motor Co., Ltd.";"Global";"Scope 1+2 (market-based) +3 (downstream)";2
"NISSEI CO.,LTD.";"Global";"Scope 1";1
"Nissen Chemitec Corporation";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Nisshin Seifun Group Inc.";"Global";"Scope 1+2 (location-based)";1
"Nissin Foods Holdings Co., Ltd.";"Global";"Scope 1+2 (market-based)";1
"Nissin Foods Holdings Co., Ltd.";"Global";"Scope 3: Business travel";1
"Nissin Foods Holdings Co., Ltd.";"Global";"Scope 3: Downstream transportation and distribution";1
"Nissin Foods Holdings Co., Ltd.";"Global";"Scope 3: Employee commuting";1
"Nissin Foods Holdings Co., Ltd.";"Global";"Scope 3: End-of-life treatment of sold products";1
"Nissin Foods Holdings Co., Ltd.";"Global";"Scope 3: Purchased goods & services";1
"Nissin Foods Holdings Co., Ltd.";"Global";"Scope 3: Upstream transportation & distribution";1
"NITTAN VALVE CO.LTD.";"Global";"Scope 1+2 (location-based)";1
"Nitto Denko Corporation";"Global";"Scope 1+2 (market-based)";1
"NITTOKU Co., Ltd.";"Global";"Scope 1+2 (location-based)";1
"NN Group NV";"Global";"Scope 1+2 (market-based) +3 (upstream)";1
"Nobia";"Global";"Scope 2 (market-based)";1
"Nobland International";"Global";"Scope 1+2 (location-based)";1
"NOK Corporation";"Global";"Scope 1+2 (location-based)";1
"Nokia Group";"Global";"Scope 1+2 (market-based)";1
"Nokia Group";"Global";"Scope 3: Use of sold products";1
"Nominet";"Global";"Scope 1+2 (location-based)";1
"Nomura Holdings, Inc.";"Global";"Scope 1+2 (market-based)";2
"Nomura Research Institute, Ltd.";"Global";"Scope 1+2 (market-based)";1
"Nordic Semiconductor ASA";"Global";"Scope 1+2 (market-based)";1
"Nordic Semiconductor ASA";"Global";"Scope 2 (market-based)";2
"Noritz Corporation";"Global";"Scope 1+2 (location-based)";1
"Norma Group";"Global";"Scope 1+2 (market-based)";1
"Norsk Hydro";"Global";"Scope 1+2 (location-based)";1
"North Denmark";"Global";"Scope 1+2 (market-based) +3 (downstream)";1
"NORTHERN CLEARING";"Global";"Scope 1";1
"NORTHERN CLEARING";"Global";"Scope 2 (location-based)";1
"Northrop Grumman Corp";"Global";"Scope 1+2 (location-based)";1
"Norway Royal Salmon";"Global";"Scope 1";1
"Nos SGPS";"Global";"Scope 1+2 (market-based)";1
"Nostrum Oil & Gas";"Global";"Scope 1";1
"Novartis";"Global";"Scope 1+2 (market-based)";1
"Novartis";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Novatek Microelectronics Ltd";"Global";"Scope 1+2 (location-based)";1
"Novo Nordisk A/S";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"Novo Nordisk A/S";"Global";"Scope 1+2 (market-based)";1
"Novo Nordisk A/S";"Global";"Scope 3: Business travel";1
"Novo Nordisk A/S";"Global";"Scope 3: Downstream transportation and distribution";1
"Novozymes A/S";"Global";"Scope 1+2 (market-based)";2
"Novozymes A/S";"Global";"Scope 3: Purchased goods & services";1
"Novozymes A/S";"Global";"Scope 3: Use of sold products";1
"NRG Energy Inc";"Global";"Scope 1+2 (location-based)";1
"NRG Energy Inc";"Global";"Scope 1+2 (market-based)";1
"NSK Ltd.";"Global";"Scope 1+2 (market-based)";3
"NTN Corporation";"Global";"Scope 1+2 (location-based)";1
"NTT Data Corporation";"Global";"Scope 1+2 (market-based)";1
"NTT Data Corporation";"Global";"Scope 3 (upstream & downstream)";1
"NTT DOCOMO, INC.";"Global";"Other, please specify: Scope 3: Purchased goods & services , Capital goods";1
"NTT DOCOMO, INC.";"Global";"Scope 1+2 (market-based)";1
"NUCERIA ADESIVI SRL";"Global";"Scope 3: End-of-life treatment of sold products";1
"NUCERIA ADESIVI SRL";"Global";"Scope 3: Waste generated in operations";1
"NUSHARP INC.";"Global";"Scope 2 (location-based)";1
"NUVOTON TECHNOLOGY";"Global";"Scope 1+2 (location-based)";2
"Nykredit";"Global";"Scope 1";1
"Nykredit";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"O-NET COMMUNICATIONS";"Global";"Scope 1+2 (location-based)";1
"Obayashi Corporation";"Global";"Scope 1+2 (market-based)";3
"Occidental Petroleum Corporation";"Global";"Scope 1+2 (location-based)";1
"OE SOLUTIONS";"Global";"Scope 1+2 (location-based)";1
"OFFICINE METALLURGICHE G. CORNAGLIA SPA";"Global";"Scope 1";1
"OFFICINE METALLURGICHE G. CORNAGLIA SPA";"Global";"Scope 2 (location-based)";2
"OFFICINE METALLURGICHE G. CORNAGLIA SPA";"Global";"Scope 2 (market-based)";1
"OFFICINE METALLURGICHE G. CORNAGLIA SPA";"Global";"Scope 3 (downstream)";1
"OFFICINE METALLURGICHE G. CORNAGLIA SPA";"Global";"Scope 3 (upstream & downstream)";1
"OFFICINE METALLURGICHE G. CORNAGLIA SPA";"Global";"Scope 3: Downstream transportation and distribution";1
"OFFICINE METALLURGICHE G. CORNAGLIA SPA";"Global";"Scope 3: Purchased goods & services";1
"OFFICINE METALLURGICHE G. CORNAGLIA SPA";"Global";"Scope 3: Upstream transportation & distribution";1
"OFS Brands";"Global";"Scope 1+2 (location-based)";1
"OGE Energy Corp.";"Global";"Scope 1";2
"Oi S.A";"Global";"Scope 1";1
"Oi S.A";"Global";"Scope 2 (location-based)";1
"OIA GLOBAL";"Global";"Scope 1+2 (location-based)";1
"OILES CORPORATION";"Global";"Scope 1+2 (market-based)";1
"Oki Electric Industry Co., Ltd";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Olam International";"Global";"Scope 1+2 (location-based)";2
"OLEON HOLDING";"Global";"Scope 1+2 (location-based)";1
"OMNIA HOLDINGS LTD";"Global";"Scope 1";1
"OMRON Corporation";"Global";"Scope 1+2 (market-based)";3
"OMRON Corporation";"Global";"Scope 3: Use of sold products";1
"OMV AG";"Global";"Scope 1";1
"ONE";"Global";"Scope 1";2
"Ono Pharmaceutical Co., Ltd.";"Global";"Scope 1+2 (location-based)";1
"Ono Pharmaceutical Co., Ltd.";"Global";"Scope 1+2 (market-based)";2
"Ono Pharmaceutical Co., Ltd.";"Global";"Scope 3 (upstream & downstream)";2
"Ontex Group NV";"Global";"Scope 1+2 (market-based)";1
"OP Financial Group";"Global";"Scope 1+2 (location-based)";1
"Oracle Corporation";"Global";"Scope 1+2 (market-based)";3
"Oracle Corporation";"Global";"Scope 3: Business travel";1
"Organizacion Soriana";"Global";"Other, please specify: All business units";1
"ORGANIZACION TERPEL S A";"Global";"Scope 2 (location-based)";1
"Origin Energy";"Global";"Scope 1+2 (market-based)";1
"Origin Energy";"Global";"Scope 3 (upstream & downstream)";1
"Oriola Oyj";"Global";"Scope 1+2 (market-based) +3 (upstream)";1
"Orion Oyj";"Global";"Scope 1+2 (market-based)";1
"Orkla ASA";"Global";"Other, please specify: Scope 3: Water consumption";1
"Orkla ASA";"Global";"Scope 1+2 (market-based)";2
"Orkla ASA";"Global";"Scope 3 (upstream & downstream)";2
"Orkla ASA";"Global";"Scope 3: Waste generated in operations";1
"Orkuveita Reykjavíkur (Reykjavik Energy)";"Global";"Scope 1+2 (location-based) +3 (downstream)";1
"Ørsted";"Global";"Scope 3 (upstream & downstream)";1
"Oshita Shigyoco., Ltd.";"Global";"Scope 2 (location-based)";1
"OSRAM Licht AG";"Global";"Scope 1+2 (market-based)";2
"Österreichische Post AG";"Global";"Scope 1";1
"Österreichische Post AG";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"Otsuka Holdings Co., Ltd.";"Global";"Scope 1+2 (market-based)";1
"Outotec Oyj";"Global";"Scope 1+2 (market-based)";1
"Outotec Oyj";"Global";"Scope 3: Use of sold products";1
"Owens Corning";"Global";"Scope 1+2 (market-based)";1
"Owens Corning";"Global";"Scope 3 (upstream & downstream)";1
"PACIFIC INDUSTRIAL CO.,LTD.";"Global";"Scope 1+2 (location-based)";2
"Pacific Market International";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"PACIFIC QUARTZ";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"PACIFIC QUARTZ";"Global";NA;1
"PAISHING INC";"Global";"Scope 1+2 (location-based)";1
"Palfinger AG";"Global";"Scope 1+2 (market-based)";1
"Palladio Group SPA";"Global";"Scope 1+2 (market-based)";2
"Palladio Group SPA";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";2
"PANALON";"Global";"Scope 1";1
"Panamericana Formas e Impresos S.A.";"Global";"Scope 2 (location-based)";1
"Panasonic Corporation";"Global";"Scope 1+2 (location-based)";2
"Panasonic Corporation";"Global";"Scope 3: Use of sold products";1
"Pandora A/S";"Global";"Scope 2 (location-based)";1
"Pandox";"Global";"Scope 1+2 (location-based)";1
"Panjit International Inc";"Global";"Scope 1+2 (location-based)";1
"PAO SHEN ENTERPRISES CO., LTD.";"Global";"Scope 1+2 (location-based)";1
"PARAGON PRECISION CASTING CO., LTD.";"Global";"Scope 1";1
"PARAGON PRECISION CASTING CO., LTD.";"Global";"Scope 2 (location-based)";1
"PARAGON PRECISION CASTING CO., LTD.";"Global";"Scope 3: Employee commuting";1
"PARAGON PRECISION CASTING CO., LTD.";"Global";"Scope 3: Purchased goods & services";1
"PASTAS ALIMENT LAZIALI SA CV";"Global";"Scope 2 (location-based)";1
"PATTERN SPA";"Global";"Scope 1";1
"PATTERN SPA";"Global";"Scope 2 (location-based)";1
"PAUL BUETIGER AG";"Global";"Scope 2 (location-based)";1
"PAUL BUETIGER AG";"Global";"Scope 2 (market-based)";1
"Peab AB";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Pearl";"Global";"Scope 2 (location-based)";1
"Pearson";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";2
"PEASA AUTOPARTES S.A. DE C.V.";"Global";"Scope 2 (location-based)";1
"Pengda";"Global";"Scope 1";1
"Pennon Group";"Global";"Scope 1+2 (location-based) +3 (downstream)";1
"Pennon Group";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"PepsiCo, Inc.";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Pernod Ricard";"Global";"Scope 1+2 (market-based)";1
"Perrigo Company plc";"Global";"Scope 1+2 (location-based)";1
"PETER'S TECHNOLOGY";"Global";"Scope 2 (location-based)";1
"Petróleo Brasileiro SA - Petrobras";"Global";"Scope 1+2 (location-based)";1
"PETRONAS Lubricants International Sdn Bhd";"Global";"Scope 1+2 (location-based)";1
"Pfizer Inc.";"Global";"Scope 1+2 (location-based)";2
"PG&E Corporation";"Global";"Other, please specify: Scope 1 + 3 (downstream)";1
"PG&E Corporation";"Global";"Scope 1+2 (market-based)";1
"Philip Morris International";"Global";"Scope 1+2 (market-based)";2
"Philip Morris International";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Philips & Lite-On Digital Solutions Corp.";"Global";"Scope 1+2 (location-based)";1
"PI Electronics";"Global";"Scope 1";1
"PI Electronics";"Global";"Scope 1+2 (location-based)";1
"PI Electronics";"Global";"Scope 1+2 (market-based)";1
"Piaggio & C SpA";"Global";"Scope 1";1
"Piaggio & C SpA";"Global";"Scope 2 (location-based)";1
"Pick 'n Pay Stores Ltd";"Global";"Scope 1+2 (location-based)";1
"PILOT INTERNATIONAL INC";"Global";"Scope 1+2 (location-based)";1
"Ping An Insurance Group Company of China Ltd";"Global";"Scope 1+2 (location-based) +3 (downstream)";1
"PINNACLE INVESTMENT MANAGEMENT";"Global";"Scope 2 (location-based)";1
"Pinnacle West Capital Corporation";"Global";"Scope 1+2 (market-based)";1
"Pinsent Masons LLP";"Global";"Scope 1+2 (location-based)";1
"PIOLAX";"Global";"Other, please specify: 消費電力量";1
"Piraeus Bank";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Pirelli";"Global";"Scope 1+2 (market-based)";1
"Pirelli";"Global";"Scope 3: Purchased goods & services";1
"Pitney Bowes Inc.";"Global";"Scope 1+2 (market-based)";1
"PJSC “LUKOIL”";"Global";"Scope 1";1
"PJSC Gazprom";"Global";"Scope 1";1
"PLAMAC  MANUFACTURING CORP";"Global";"Scope 1";1
"PLAMAC  MANUFACTURING CORP";"Global";"Scope 2 (location-based)";1
"PLAMAC  MANUFACTURING CORP";"Global";"Scope 3 (upstream)";1
"PLAMAC  MANUFACTURING CORP";"Global";"Scope 3: Employee commuting";1
"Platinum Asset Management";"Global";"Scope 2 (location-based)";1
"PML INC.";"Global";"Scope 1";1
"PNC Financial Services Group, Inc.";"Global";"Scope 1+2 (location-based)";2
"PolyOne";"Global";"Scope 2 (market-based)";1
"PONTY PRIDD HOLDINGS LTD";"Global";"Scope 1";1
"Porr AG";"Global";"Scope 1+2 (location-based)";1
"Poste Italiane";"Global";"Scope 1+2 (market-based)";1
"PostNL";"Global";"Scope 1+2 (market-based)";1
"PostNL";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"POTZU";"Global";"Scope 1";1
"POTZU";"Global";"Scope 2 (location-based)";1
"Power Corporation of Canada";"Global";"Scope 1+2 (location-based)";3
"Power Corporation of Canada";"Global";"Scope 1+2 (market-based)";2
"PPL Corporation";"Global";"Other, please specify: Scope 1 + 2 (location and market-based)";1
"Prairiesky Royalty Ltd";"Global";"Scope 1+2 (location-based)";1
"PRESS KOGYO CO. LTD.";"Global";"Scope 1";1
"Principal Financial Group, Inc.";"Global";"Scope 1+2 (location-based)";1
"Procter & Gamble Company";"Global";"Scope 1+2 (market-based)";2
"Prologis";"Global";"Scope 1+2 (market-based)";2
"Prologis";"Global";"Scope 3 (upstream & downstream)";2
"ProSiebenSat.1 Media SE";"Global";"Scope 1+2 (market-based)";1
"PROTOPAJA";"Global";"Scope 2 (location-based)";1
"Provident Financial plc";"Global";"Scope 1+2 (location-based)";1
"Proximus";"Global";"Other, please specify: Scope 1 +2 (Market based) + 3 scope 3 cat";1
"Proximus";"Global";"Scope 1+2 (market-based)";1
"Proximus";"Global";"Scope 3 (upstream & downstream)";2
"Prudential Financial, Inc.";"Global";"Scope 1+2 (market-based)";1
"Prudential plc";"Global";"Scope 1+2 (location-based)";1
"Prysmian SpA";"Global";"Scope 1+2 (location-based)";1
"PTT";"Global";"Scope 1+2 (location-based)";1
"PTT Global Chemical";"Global";"Scope 1+2 (market-based)";2
"Public Service Enterprise Group Inc.";"Global";"Scope 1";1
"Public Service Enterprise Group Inc.";"Global";"Scope 1+2 (location-based)";2
"Public Storage";"Global";"Scope 1+2 (location-based)";1
"PUBLIC UTILITIES MAINTENANCE";"Global";"Scope 1";1
"Puig, S.L.";"Global";"Scope 1+2 (market-based)";1
"Puig, S.L.";"Global";"Scope 2 (market-based)";1
"PUMA SE";"Global";"Scope 1+2 (market-based)";1
"PURATOS";"Global";"Scope 2 (market-based)";1
"PVH Corp";"Global";"Other, please specify: Scope 1 + 2 (market-based) Scope 3 (upstream & downstream)";1
"PVH Corp";"Global";"Other, please specify: Scope 1+2 (location-based) +3 (business travel and logistics)";1
"PVH Corp";"Global";"Scope 1+2 (market-based)";1
"Pyxus International, Inc.";"Global";"Scope 1+2 (location-based)";1
"PZ Cussons";"Global";"Scope 1+2 (location-based)";1
"QBE Insurance Group";"Global";"Scope 1+2 (market-based)";1
"QBE Insurance Group";"Global";"Scope 3: Business travel";1
"QUADPACK INDUSTRIES SA (GROUP)";"Global";"Scope 2 (location-based)";1
"QUALCOMM Inc.";"Global";"Scope 1+2 (market-based)";1
"QUALITY TECHNOLOGY SERVICES";"Global";"Scope 1+2 (market-based)";1
"QUALITY TECHNOLOGY SERVICES";"Global";"Scope 3: End-of-life treatment of sold products";1
"Quanta Computer";"Global";"Scope 1+2 (location-based)";2
"Quebecor Inc.";"Global";"Scope 1";1
"QUIMICA ANASTACIO";"Global";"Scope 1";1
"RA.M oil";"Global";"Scope 1+2 (location-based)";1
"RADIO DESIGN";"Global";"Other, please specify: Scope 1 + 2 (location based), Scope 3 - Business Travel, Waste generated in operations";1
"Raiffeisen Bank International AG";"Global";"Other, please specify: Scope 3 inhouse ecology";2
"Raiffeisen Bank International AG";"Global";"Scope 1+2 (location-based)";2
"Rakon";"Global";"Scope 1+2 (location-based)";1
"Rakuten,Inc.";"Global";"Scope 1+2 (market-based)";1
"Rakuten,Inc.";"Global";"Scope 2 (market-based)";1
"Ralph Lauren Corporation";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"RAMONDIN CAPSULAS SA";"Global";"Scope 1";1
"RAMONDIN CAPSULAS SA";"Global";"Scope 2 (location-based)";1
"Raytheon Technologies Corporation";"Global";"Scope 1+2 (location-based)";1
"Raytheon Technologies Corporation";"Global";"Scope 1+2 (market-based)";1
"Raytheon Technologies Corporation";"Global";"Scope 3: Business travel";1
"RCL Foods Ltd";"Global";"Scope 1";1
"RCL Foods Ltd";"Global";"Scope 2 (location-based)";1
"RCS SYSTEMS INC";"Global";"Scope 1";1
"RCS SYSTEMS INC";"Global";"Scope 2 (location-based)";1
"RCS SYSTEMS INC";"Global";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";1
"Reckitt Benckiser";"Global";"Scope 1+2 (market-based)";1
"Reckitt Benckiser";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Reckitt Benckiser";"Global";"Scope 3 (upstream & downstream)";1
"Reconext";"Global";"Scope 1+2 (location-based)";1
"Red Eléctrica Corporación, S.A.";"Global";"Scope 1+2 (market-based)";2
"Regions Financial Corporation";"Global";"Scope 1+2 (location-based)";1
"Reliance Jio Infocomm Limited";"Global";"Scope 1+2 (location-based)";2
"RELX Group Plc";"Global";"Scope 1+2 (location-based)";1
"REMA1000";"Global";"Scope 1+2 (location-based)";1
"Remgro";"Global";"Scope 1";1
"Remy Cointreau";"Global";"Scope 1+2 (market-based)";3
"REN - Redes Energéticas Nacionais";"Global";"Scope 1";1
"Rengo Co., Ltd.";"Global";"Scope 1+2 (location-based)";3
"RENGO NONWOVEN PRODUCTS CO.LTD.";"Global";"Scope 1+2 (market-based)";1
"Repsol";"Global";"Scope 1+2 (location-based)";1
"Repsol";"Global";"Scope 1+2 (location-based) +3 (upstream)";1
"Republic Services, Inc.";"Global";"Scope 1+2 (market-based)";1
"Resolute Forest Products Inc.";"Global";"Scope 1+2 (location-based)";1
"Resona Holdings, Inc.";"Global";"Scope 1+2 (market-based)";1
"Rexel";"Global";"Scope 1+2 (market-based)";2
"Reynders Label Printing";"Global";"Scope 1+2 (location-based)";1
"Reynders Label Printing";"Global";"Scope 3: Waste generated in operations";1
"RFS";"Global";"Scope 2 (location-based)";2
"RHODIUS SCHLEIFWERKZEUGE";"Global";"Scope 1+2 (market-based) +3 (downstream)";1
"Ricoh Co., Ltd.";"Global";"Scope 1+2 (market-based)";2
"Ricoh Co., Ltd.";"Global";"Scope 3 (upstream & downstream)";1
"Ricoh Leasing Co., Ltd.";"Global";"Scope 1+2 (market-based)";2
"Rinchem Company Inc";"Global";"Scope 1";1
"Rio Tinto";"Global";"Scope 1+2 (location-based)";1
"RK Japan";"Global";"Scope 1+2 (location-based)";1
"RK Japan";"Global";"Scope 3: Purchased goods & services";1
"RK Japan";"Global";"Scope 3: Upstream transportation & distribution";1
"Robert Bosch GmbH";"Global";"Scope 1+2 (market-based)";1
"Robert Bosch GmbH";"Global";"Scope 3 (upstream & downstream)";1
"Robertet SA";"Global";"Scope 1+2 (location-based)";1
"ROFON ENTERPRISE CO. LTD";"Global";"Scope 1";1
"Rogers Communications Inc.";"Global";"Scope 1+2 (location-based)";1
"Rohm Co., Ltd.";"Global";"Scope 1";1
"Rohm Co., Ltd.";"Global";"Scope 1+2 (location-based)";1
"ROLLS WOOD GROUP";"Global";"Scope 2 (market-based)";1
"RONG YIH JIANG ENTERPRISE CO., LTD.";"Global";"Scope 1";1
"RONG YIH JIANG ENTERPRISE CO., LTD.";"Global";"Scope 2 (location-based)";1
"ROSEN EUROPE B.V.";"Global";"Scope 2 (location-based)";1
"Rosinski I S-Ka";"Global";"Scope 1";1
"Rostelecom";"Global";"Scope 1+2 (location-based) +3 (upstream & downstream)";1
"Rotork PLC";"Global";"Scope 1+2 (location-based)";1
"Royal Bank of Canada";"Global";"Scope 1+2 (market-based)";1
"Royal Dutch Shell";"Global";"Scope 1";2
"Royal Dutch Shell";"Global";"Scope 1+2 (market-based)";1
"Royal Dutch Shell";"Global";"Scope 1+2 (market-based) +3 (upstream & downstream)";1
"Royal Mail Group";"Global";"Scope 1+2 (location-based)";1
"RSA Insurance Group";"Global";"Scope 1+2 (location-based) +3 (upstream)";2
"RusHydro JSC";"Global";"Scope 1";1
"RWE AG";"Global";"Scope 1";2
"Ryder System, Inc.";"Global";"Scope 1+2 (location-based)";1
"S Group";"Global";"Scope 1+2 (location-based)";1
"S&P Global";"Global";"Scope 1+2 (market-based)";1
"SAAB";"Global";"Scope 1+2 (market-based) +3 (upstream)";1
"SAAROTEC";"Global";"Scope 2 (location-based)";1
"SABANCI HOLDİNG A.Ş.";"Global";"Scope 1";1
"Sacyr";"Global";"Scope 1+2 (location-based)";1
"Safaricom Limited";"Global";"Scope 1";1
"Safaricom Limited";"Global";"Scope 2 (location-based)";1
"Safran";"Global";"Scope 1";1
"Safran";"Global";"Scope 2 (location-based)";1
"Safran";"Global";"Scope 2 (market-based)";1
